HotelName,Latitude,Longitude,TransportationModesCount,AttractionPlacesCount,Rating
Resort Edelweiss,5.9387989,80.4709396,3,18,50.4
Resort of Happiness,5.9476722,80.455494,3,22,28.2
Resort Sun & Moon,6.7849685,79.9089921,22,4,60.8
Rest House - Kitulgala,6.995237,80.406018,0,4,60.8
Rich Lanka Hotel,7.2224416,79.873336,1,0,46.8
Richards Guest House,7.4962697,80.3559761,7,6,44.4
Ricky's White House,6.7740171,79.9133268,21,1,50.4
Rico Shadow Guest House & Restaurant,7.2982737,79.8396538,2,1,51.6
Ridee Villa,6.009911,80.2506822,2,19,57.6
Riff Hikkaduwa Hotel,6.1197553,80.1157308,14,10,75.2
Rimakvin River Edge Resort & Benquet,6.2265261,80.067206,12,7,50.4
Ritas Hotel,6.125104,80.1083853,17,14,43.2
Ritz Gate Kalutara,6.6057245,79.9512499,2,5,49.2
Riva Del Sole,6.9080173,81.8410583,0,6,25.2
Rivara Resort,7.2758963,80.6065255,7,11,25.8
Rivendell Hotel,7.2684471,80.6904499,2,0,51.6
River Breeze Villa,6.4311869,80.0073531,7,11,27
RIVER SIDE HOTEL NARAMMALA,7.4355796,80.2194372,1,0,59.2
River Side Inn Fuji,6.4248184,80.0041651,7,13,54
River View Villas,6.4406845,80.0080055,8,10,29.4
Riverbank Bentota,6.4304566,80.0028169,7,15,52.8
Riverdale Eco Resort,6.4454543,79.9904353,10,10,22.8
Riverside Hotel,7.1080807,79.8804464,6,1,55.2
Riverston Basecamp (All Inclusive Camping),7.522193,80.759736,0,4,56.4
Riverston Hideaway,7.5375721,80.7599556,0,6,26.4
Riverston Holiday Home Stay,7.4859375,80.6308171,4,3,0
Riviera Resort,7.7201177,81.7097573,8,10,65.6
Rivora Residence,7.3153852,80.6451158,6,7,55.2
Rock View Motel,6.4494838,80.4438476,0,0,51.6
Rockery Villa,6.4167442,80.0019141,7,13,23.4
Rockside Beach Resort,6.395497,80.005415,3,2,68.8
Rockwell Colombo,6.9158435,79.8751534,22,20,49.2
Rockwood Villa,7.2761848,80.6978603,2,2,25.8
Rococo Residence,6.9131989,79.8558527,22,45,24
Roman Beach Hotel - Hikkaduwa,6.1221423,80.1129906,15,10,55.2
Romana Rest,6.4187492,81.3254869,3,4,24.6
Romance Hills Hotel & Romance Table,7.2901065,80.6550544,4,29,49.2
Romaya Villas - Habaraduwa,6.0012853,80.2969661,3,11,28.2
Rominrich Hotel,6.1394879,80.0999445,18,11,50.4
Ronny Cottage,7.2483893,79.8467902,2,6,24
Rosa Shashi Cabanas,6.0515476,80.1817873,19,5,27
Roshara Nalla,7.3117907,80.1020446,0,0,56.4
Royal Classic Resort,7.2872268,80.6724392,2,2,72
Royal Kandyan,7.2774176,80.6159188,6,8,82
Royal Mount Hotel mount lavinia,6.8294823,79.8642726,6,6,55.2
Royal Palms Beach Hotel,6.6100053,79.948281,2,6,88
Royal White Tourist Rest,8.3170697,80.4158552,8,0,48
RR House,6.8647233,79.8630309,13,10,22.8
Rupas Beach Hotel and Restaurant,6.8395236,81.8342192,0,11,48
Rusara Guest Home,5.9718241,80.4264574,3,13,25.2
Ruwala Resort | ???? ??????,8.109705,79.735486,0,0,22.8
Ruwanara Royal Majestry,7.4096696,80.2057587,0,0,51.6
Saara Beach Hotel,7.4146199,79.8162723,0,2,50.4
Saasha City Hotel,6.9434771,79.8551777,16,43,56
Sabine's Restaurant & Holiday Resort,5.9359546,80.5192952,3,6,56.4
Sacred City Tourist Resort,8.3250719,80.4048251,11,5,55.2
Safari Lodge Yala,6.4103159,81.3553065,2,0,50.4
Saffron Beach Hotel,6.6637691,79.9265095,2,2,80
Sagopearl Guest,5.9508691,80.4565884,3,22,28.8
Sahana Sri Villa,6.4197098,79.9975538,7,13,28.2
Sai Sea City Hotel,6.8678029,79.8591353,13,10,57.6
Sailors' Bay,6.1097316,80.1251831,19,11,57.6
Sailors Mirissa,5.943254,80.463906,3,22,27
Saji Sami,8.3649478,80.5092001,2,6,62.4
Sakura Villa,6.4278605,80.0160504,6,5,21.6
Salt Bay Kite and Dive Resort,8.2186947,79.7220358,0,4,55.2
Salt House,5.9627742,80.7059369,2,3,51.6
Salt Mirissa Hotel And Reasturant,5.9450868,80.4584788,3,21,62.4
Salubrious Resort,8.3118682,80.3752694,3,0,49.2
Saman Villas,6.395267,80.0047427,3,2,70.4
Samanala Hotel,6.8768606,79.9259555,6,6,59.2
samaraana ahangama,5.9765076,80.3541641,4,8,52.8
Samaru Beach Hotel,5.9731724,80.4373187,3,13,49.2
Sam's Guest House,6.010228,80.2506441,2,19,52.8
Sams Hang Out by Ironman 4X4,6.794184,79.9040047,22,5,67.2
Samwill Holiday Resort,6.4209551,81.3208084,2,4,49.2
Sana's Beach Guest House & Restaurant,7.2305856,79.8412161,2,9,20.4
Sanaya Mansion,5.944257,80.525142,3,10,65.6
Sandula Holiday Resort,8.3538487,80.4329179,4,2,51.6
Sandy Beach Hotel,7.0144172,79.8649128,0,2,24.6
Sandy Edge Kite Surfing,8.2245375,79.7313281,0,4,56.4
Sanemro Villa,7.8744646,80.6506351,5,3,54
"Sanford Hotel, Wattala",6.9896137,79.894968,6,1,43.2
Saninro Hotel Ragama,7.029816,79.922824,6,2,64
Saninro Residences and Food Court,7.0298193,79.9227936,6,2,25.8
Sanju Beach Villa,8.6066242,81.2184098,1,6,22.2
Sanmali Beach Hotel,7.4177295,79.8154594,0,3,46.8
Sanmi Resort,6.9170361,79.9762106,1,0,43.2
Sanmira Renaissance Hotel,6.0057869,80.2549434,2,12,62.4
Sanovin Hotel,6.9400927,79.8982097,8,2,65.6
Sanras Hotel & Restaurant,6.0437916,80.1939805,24,8,22.8
Santani Wellness Resort & Spa,7.3562485,80.7424556,0,3,55.2
Santori,6.0093071,80.2414918,3,14,54
SANU LAGOON RESORT & SPA,5.9951127,80.7349608,2,4,51.6
Sapphire Garden Hotel,8.027445,80.7626612,0,3,30
Sapphire Holiday Resort,6.694871,80.40589,3,3,51.6
Sapphire Seas Beachfront Hotel,6.1143071,80.1209878,15,13,56.4
Saprin Beach Resort,7.0385857,79.8598247,0,2,68.8
Sapumal Lodge,8.3259406,80.3979693,9,9,56.4
Saragama Holiday Resort,7.5116371,80.339261,0,1,23.4
Sarasa Hotel,6.9681263,79.9048247,4,2,43.2
Sarras Guest House,9.6618759,80.0274173,4,15,45.6
Sasvi Cabana,8.6136973,81.2163082,0,4,55.2
Satyodaya Educational Training Centre,7.2932008,80.6294035,13,34,50.4
Saubagya Inn Anuradhapura,8.3233477,80.4157867,12,0,56.4
Saveira Colombo,6.8847087,79.8678549,17,15,24.6
Savenrose Beach Villa,5.9368922,80.515066,3,9,25.8
SAYO Villa,7.2637882,79.846402,3,7,27.6
Sayura House,6.8691815,79.8594214,14,10,54
Scandinavia Hotel,6.142095,80.101576,18,12,24.6
Scoop Cabana Hotel,8.2263743,79.7253292,0,4,24
Sea Breeze Deluxe Inn,7.2531865,79.8438678,2,7,25.8
Sea Breeze Guesthouse real,6.010927,80.2490511,3,19,50.4
Sea Breeze Hotel & Restaurant,7.110103,79.8431069,1,0,26.4
Sea Breeze Hotel Ambalangoda,6.222474,80.056372,14,7,64
Sea Goggle Resort,5.9416347,80.4657231,3,22,24.6
Sea Horse Hotel,7.2400535,79.8452106,1,7,51.6
Sea Lagoon Beach Hotel,8.617015,81.212185,0,4,46.8
Sea Port Hiriketiya,5.9622968,80.7065066,2,3,25.8
Sea Port Hotel,7.240316,79.8418888,1,7,48
Sea Rock Villa,6.3826049,80.0094701,2,3,55.2
Sea Salt Society,6.1254857,80.1077567,17,14,68.8
Sea View Beach Hotel,8.6923484,81.1950642,0,2,62.4
Sea View Beach Resort,6.0081057,80.2436523,3,16,51.6
Sea View Clay House Hiriketiya,5.9601683,80.7032623,2,3,54
Sea View Resort,6.908082,79.8492912,23,32,23.4
Sea View Tourist Inn,6.908082,79.8492912,23,32,23.4
Sea Wings Villa Negombo,7.2576035,79.8558495,3,5,23.4
Sea World,6.9054799,79.855709,23,35,0
Sea Zone Hotel Nilaveli,8.6938176,81.1913333,0,2,52.8
Seadina Coral Home,5.936366,80.5177069,3,6,28.2
Seagate Hotel,6.5622516,79.9629632,5,1,78
Seagreen Guesthouse,6.0280188,80.2149922,10,35,52.8
Seahorse Restinn & Mini Hall,8.9822212,79.9122049,3,4,19.8
Seasons Hotel,6.8249055,79.8666403,7,6,46.8
Seaway Hotel,8.6946067,81.1929275,0,1,48
Seconds Hostel Colombo (Backpack),6.8805257,79.874946,19,12,52.8
Secret Garden Fort,6.0260604,80.2172363,10,35,46.8
Secret Garden Villa Unawatuna,6.0097153,80.2452074,3,16,25.8
Secret Palace Cafe,6.0256944,80.2176054,10,35,22.8
Sedna Hotel Reception Hall,7.4503658,79.829724,1,0,30
Seethawaka Miracle,6.9014886,80.1834833,0,4,68.8
Selagala Resort,8.3305465,80.4140682,11,2,44.4
Senani Hotel,7.285212,80.643444,13,36,65.6
Senthil Complex Banquet Hall & Rooms,9.6863521,80.0120812,3,2,52.8
Sera Villa,7.230696,79.889429,0,2,25.2
Sera Villa Katunayake Airport,7.230696,79.889429,0,2,25.2
Serein Beach Hotel,6.0402614,80.8132227,0,4,54
Serenade Beach Hotel,6.1214227,80.1141598,16,12,48
Serendib Beach Hotel,6.3858432,80.0086746,3,3,46.8
Serendib Village,7.2459727,79.8444774,2,7,56.4
Serendip Stone Bungalow & Hotel,7.2768195,80.6763491,2,2,64
SerendipItaly Ayurveda Boutique Hotel,6.196588,80.0629487,16,1,57.6
Serendiva Beach Hotel,6.6541254,79.9317599,2,1,52.8
Serendpity Beach Hotel,6.0083166,80.2524323,1,16,22.2
Serene Pavilions Luxury Boutique Hotel,6.6725824,79.9242486,2,4,72
Serene View Tourist Rest,8.3605041,80.4240264,4,3,28.2
Serenity Lake Front Villa,6.777259,79.9001054,24,2,51.6
serenity resort,6.777259,79.9001054,24,2,51.6
Serenity Villa,6.8939914,79.8885088,17,7,18
Serenity Village,6.8069156,80.1836625,0,0,67.2
Sergeant House,6.0070142,80.2533798,1,14,28.2
Seth Dev Lagoon Chalets,8.2273808,79.7355561,0,3,54
Sethra Villa Bentota,6.424523,80.002994,7,14,27
Sethum Villa,5.9943527,80.3074602,3,9,25.2
Sevana City Hotel,7.291951,80.631642,12,35,68.8
Sevanagama,8.049085,80.754051,3,1,55.2
Seven Villas,6.7370579,79.907862,2,2,24.6
Sevonrich Holiday Resort,7.8480172,80.6517978,2,5,54
Shades Hotel & Villa,5.951357,80.5679875,3,4,51.6
Shady Hills Hunnasgiriya,7.358616,80.8498222,0,4,27
Shakti Vani Ayurvedic Resort (Pvt) Ltd,7.9084844,81.5593242,1,2,26.4
Shalimar Beach Resort,6.6389056,79.9367694,2,1,23.4
Shalimar Hotel,6.9305239,79.8651428,27,41,56
SHAN GUEST NILAVELI,8.6890919,81.188111,0,2,51.6
Shangrela Beach Resort by ARK,6.2372568,80.0512579,11,9,49.2
Shangri-La Colombo,6.9281946,79.8446079,19,51,92
Shashilka Le Chalet,7.3842429,80.6649011,1,0,51.6
Shashin Lake Resort Dambulla,7.8652777,80.6405282,4,7,27
Sheen Holiday Resort,6.0346519,80.8017196,8,3,25.8
Shehani Beach Bungalow,6.0379624,80.8073415,2,5,27
Shell Coast Resort,9.02871,79.824493,0,0,18.6
Shell Resort,6.8372266,81.8288438,0,11,25.2
Sheraton Colombo Hotel,6.9102733,79.850242,22,36,51.6
Sheraton Kosgoda Turtle Beach Resort,6.3334894,80.0303811,3,1,72
Shim Beach Resort,6.8252589,81.8267663,0,6,25.8
Shiny Lakeside Resort,6.14107,80.12011,2,3,65.6
Shiva's Beach Cabanas,6.042711,80.823338,0,4,52.8
Siddhalepa Ayurveda Health Resort,6.6426315,79.9364734,2,1,50.4
Sigiri Access Villa,7.9279127,80.6924649,0,4,25.8
Sigiri Asna Nature Resort & Spa,7.9769401,80.7700271,0,3,56.4
Sigiri Choona Lodge 'unique sunrise viewpoint',7.9620388,80.7458727,1,12,54
Sigiri Corridor Home Stay,7.945667,80.760374,1,12,28.2
Sigiri Heritage Villa,7.9483834,80.7404059,1,10,51.6
Sigiri Hibiscus Villa,7.9452817,80.7598349,1,12,30
Sigiri Holiday Inn,7.927295,80.692947,0,4,24
Sigiri Queen's House,7.969401,80.7692833,1,6,27
Sigiri Tarushan Home Stay,7.943643,80.759349,1,12,25.8
Sigiriya Jungle Padmini Lodge,7.9502828,80.7512712,1,13,22.2
Sigiriya Kingdom Gate Hotel-Dambulla,7.8516804,80.6587596,2,5,68.8
Sigiriya Kings Resort,7.9690709,80.7546646,1,10,57.6
Sigiriya Paradise Inn,7.9489333,80.7516575,1,13,52.8
Sigiriya Rock Hide,7.9441132,80.7593719,1,12,28.2
Sigiriya Sun Shine Villa,7.9538158,80.7406712,1,12,82
Sigiriya Village Hotel,6.9367763,79.8455421,16,47,0
Sigiriya water Cottage,7.9444545,80.7317957,1,5,54
SigiriyaJungles,7.9943327,80.7359848,1,1,67.2
Silaa Cabana,8.6137273,81.2161662,0,4,27
Silva Rest,6.0119506,80.2483205,3,17,28.2
Silver Hill Ecovillage,7.5239017,80.5661592,0,0,29.4
Silvikris Villa,6.8709791,79.8824048,14,10,50.4
Simple Place,5.9394597,80.4880698,3,12,26.4
Simpson's Forest Hotel - Small Luxury Boutique Resort & Spa - Kandy,7.374554,80.678616,2,0,70.4
Sinali villa,6.0032447,80.3019503,3,11,25.8
Sinel Rest & Residance,6.8652643,79.8858884,15,9,22.8
Singha Lena Hotel,6.4171018,81.3284171,3,4,43.2
Sinha Sevana Homestay and Tours,7.252163,79.847904,2,7,24.6
Sinhagiri Villa,7.9602532,80.744401,1,11,24.6
Sir John's Bungalow,7.540605,80.734999,0,5,50.4
Sira's Chalets and Tour Operator,5.945069,80.45869,3,21,51.6
Siriliya Rest,6.4208773,81.3250762,2,4,42
Sirisara Holiday Resort,8.3222336,80.4077111,9,2,54
Siroma Villa,6.4200426,80.0110188,7,14,28.2
Sisikirana Villa,6.0177698,80.2496948,4,16,57.6
Sithila Villa,6.8340416,79.871965,5,6,26.4
SK Rest,6.908136,79.9656472,2,0,46.8
Sky Garden Mini Hotel,5.9460147,80.4571871,3,22,52.8
Sky Light Guest Inn,9.6697355,80.0189316,5,17,39.6
Sky Pavilion,7.2897321,80.6546064,4,29,50.4
Sky View Grand Hotel,7.2993026,80.6288293,13,34,23.4
SKYLOFT KANDY,7.2734502,80.6250478,7,5,68.8
Smile Beach Hostel & Cabanas,6.0666678,80.1699902,11,4,25.2
SOBAYA,7.2204251,79.8822362,1,0,28.2
Sober Island Resort,8.5482441,81.2100369,1,0,67.2
Solaivanam Guest House,9.3815782,80.3979892,2,2,45.6
Sole Luna Resort & Spa,6.016941,80.787192,8,7,67.2
Solid Hotel,6.9045508,79.8776149,23,18,25.8
Solid Hotel (Pvt) Ltd,6.8732147,79.8626623,16,12,22.8
Solomon Beach Hotel,7.4344778,79.8110004,0,2,24
Soluna Beach Resort,7.4267683,79.8130694,0,2,26.4
Somerset Mirissa Beach,5.9420678,80.465372,3,22,44.4
SOORYAA CITY HOTEL,6.9464181,79.858975,17,31,48
Soul Resorts,5.956171,80.6513366,1,0,55.2
Sounds of Nature Mini hotel,5.9394923,80.4707152,3,19,28.8
South Beach Resort,5.9825515,80.3368148,3,16,49.2
South Lake Resort,5.983272,80.3370132,3,17,67.2
South Point Villa - 3 bedroom villa on the beach,5.9807858,80.340599,4,15,54
Southern Comforts - Galle Fort,6.0254682,80.2169028,10,35,25.8
Southern Star Hotel,6.3861974,80.0085248,3,3,45.6
Spindrift Hostel - Weligama,5.9729933,80.4310128,3,14,56.4
Splendid Lodge,5.9488179,80.4564996,3,22,28.8
Sri Devi Retreat,6.00913,80.2873044,2,6,26.4
Sri Kandyan,7.271584,80.6239486,5,6,51.6
Sri Lak Holiday Resort,8.3471589,80.4160397,7,7,23.4
Sri Lancashire Guest House,6.393877,80.006487,2,2,30
Sri Sharavi Beach Villas & Spa,5.9388868,80.4873101,2,11,54
Sri Villas,6.3662728,80.0122995,2,6,51.6
Srimali's Residence,6.0134964,80.2492476,3,19,24
St. Anne's Hotel and Resturants,9.6557971,80.0357273,3,8,22.2
St. Lachlan Hotel & Suites,7.2399716,79.8426183,1,7,44.4
Star Guest House,7.2545066,79.8436378,2,11,51.6
Star Holiday Resort,6.1395787,80.1024556,18,13,51.6
Star Light Cabanas & Restaurent,6.0451906,80.8269819,0,4,28.8
Star Rest Beach Hotel Arugambay,6.8504412,81.8301362,0,10,52.8
"Star Rest Hotel ,Restaurant & Wedding Hall",9.4265761,80.4073133,2,0,44.4
Stone House,7.3151056,80.6349446,11,6,54
Strathisla Tea Estate Bungalow,7.4437349,80.6610045,1,1,27
Subhas Hotel,9.6665754,80.0165863,5,17,43.2
Subhasha Summer Cottage,5.9437507,80.6172691,1,3,28.8
Sudu Nelum Holiday Resort,8.3283387,80.3812632,2,8,50.4
Suisse Hotel Kandy,7.2888326,80.6432161,13,36,80
Summer Breeze Guest House,5.9428764,80.4633175,3,22,24
Sun and Sand Hotel - Mullaithivu,9.2745239,80.8129868,0,1,24
Sun Bird Eco Guest,5.953334,80.455489,3,20,26.4
Sun House,6.0379326,80.2188876,11,34,24.6
Sun N Sea Hotel & Restaurant,6.0071792,80.2522811,1,16,70.4
Sun Ray Rest Beach View Homestay,5.940988,80.4682295,3,21,27.6
Sun Rest Mirissa,5.9452355,80.4552394,3,22,27.6
Sun Shine Tourist Rest,8.3606794,80.4239868,4,3,27
Sun Siyam Pasikudah,7.9256619,81.5726379,0,5,67.2
SUN STAR NILAVELI,8.6897138,81.1895637,0,2,51.6
Sun Wind Beach Kite Resort and Kite School Kalpitiya,8.230156,79.740917,0,3,28.8
Sundaras Resort & Spa,7.849514,80.653256,2,5,60.8
Sundari Eco Village,8.033675,80.7530784,0,6,25.2
Sunflower Restaurant,6.4486081,79.9820225,7,7,75.2
Sungreen Resort & Spa Habarana,8.0474175,80.740542,0,1,68.8
Sunny Lanka Guest House,5.938029,80.5246286,3,8,25.2
SunnyFish,7.7002595,81.7119063,4,5,57.6
SunnyPlace Guest Mirissa,5.9490435,80.4605785,3,22,26.4
Sunrise Boutique,6.8830317,79.8701665,19,14,48
Sunrise Inn,6.9401571,79.8556821,19,47,49.2
Sunrise Palace Negombo,7.2265181,79.8540868,2,6,50.4
Sunset Beach Hotel,7.2253481,79.8402483,2,12,45.6
Sunset Fort Hotel,6.0284445,80.2153147,10,35,48
Sunshine Hotel & Hall,6.8888244,79.8563012,17,18,48
Sunshine Resort & Spa Sigiriya,6.9022503,79.9647076,2,0,48
Superior rest,9.6567859,80.0328898,3,11,51.6
Supun Arcade Residency,6.8761407,79.8605076,15,12,59.2
Surasa Beach Resort | Surf Camps Weligama - Sri lanka,5.9721559,80.4283031,3,13,55.2
"Surf & Yoga, Sri Lanka | All Inclusive Surf Camp & Yoga Retreat in Sri Lanka",6.8968525,79.8587484,19,27,30
Surf Bay Villa,5.9650994,80.6962528,1,5,29.4
Surf Beach Hotel,6.8611705,79.9344023,5,3,30
Surf Cafe,6.8560633,79.8699494,15,9,
Surf Deck Restaurant & Resort,6.7006235,79.9075393,6,3,46.8
Surf Homestay,5.9611379,80.7099833,2,2,27
Surf Lanka,5.9395194,80.5704519,2,2,26.4
Surf Spirit Jungle Villa,6.0257228,80.2553855,5,8,30
Surfing Life Guest House & Restaurant,5.9618463,80.4026828,2,10,57.6
Surfpoint Sri Lanka Kite Village,8.2267165,79.7257863,0,4,28.8
Surf's Up Hotel,5.9728539,80.4338054,4,14,29.4
Suriya Resort Kammala,7.3003629,79.8401182,2,1,86
Surya Lanka Ayurveda Beach Resort,6.913587,79.8649818,26,38,0
"Sweet Home Tourist Rest, Cooking Classes & Tours",8.3087192,80.4214019,3,0,57.6
SWP Eco Lodge,7.2899452,80.6384972,13,36,54
Tabula Rasa Resort,6.0003209,80.302597,3,12,56.4
"Taj Bentota Resort & Spa, Sri Lanka",6.4166844,79.9967871,7,13,90
"Taj Samudra, Colombo",6.9226184,79.8468743,23,54,94
Talalla Bay Beach,5.947308,80.6249037,0,3,55.2
Talalla Bay Beach House,5.9425395,80.6210132,0,4,27.6
Talalla Retreat,5.9432676,80.6201787,0,4,73.6
Talalla Sunshine Beach Rooms + Restaurant,5.9438586,80.6204086,1,4,56.4
Talo Urban,6.8921057,79.8583986,18,22,50.4
Tamara Motels,6.1342272,80.1009368,14,13,57.6
Tamarind Hill,6.044845,80.197357,22,10,72
Tamarind Moon Reception Hall,5.9766231,80.7091779,2,4,49.2
Tamaro Beach Resort,6.1173627,80.1176053,15,13,27
Tangerine Beach Hotel,6.6081714,79.9493793,3,5,86
Taprobana Wadduwa,6.6766984,79.922073,2,4,67.2
Tartaruga Hotel and Restaurant,6.0099464,80.2485187,3,19,64
Taru Villas - Lake Lodge,6.9148735,79.8543893,22,45,54
Taru Villas - Rock Villa,6.4134818,79.999527,5,13,54
Taru Villas - The Muse,6.413075,79.999858,5,13,27.6
Tea Garden Eco Villas,6.2567264,80.4774744,0,0,54
Temple Tree Resort & Spa,6.3855185,80.008789,3,3,65.6
Temptation Hikkaduwa,6.1263678,80.1069536,17,14,56.4
Terrace Green Hotel & Spa,7.2375433,79.8429074,1,8,50.4
Thal Sewana,7.9642182,80.7588029,1,13,55.2
Thalduwa Island Villas,5.977427,80.3812713,3,8,25.2
Thambapanni Retreat,6.0110073,80.2434234,3,14,52.8
Thambili Island @ Stubbs,6.887197,79.8602851,17,17,64
Thambili Resort,7.4353687,79.9905753,0,0,49.2
Thambu Illam,9.6781066,80.0171139,3,10,27
Thammenna Eco Cabins,7.8722013,80.6483847,5,3,27
Thaproban Beach House,6.0095513,80.2454267,3,16,68.8
Thaproban Pavilion Resort & Spa,6.0096564,80.2402877,3,14,68.8
Thaproban Pavilion Waves,6.0094565,80.2404625,3,14,52.8
That's Why Restaurant & Beach Cabanas,6.9433347,79.854929,16,43,60.8
The Albatross Boutique Villa,6.9294059,79.8737121,24,13,24
The Araliya Retreat Restaurant,8.2230588,79.7701121,0,5,27.6
The backpack hub at weligama,5.9745605,80.4321898,3,14,27
The Backwaters Lodge - Wilpattu,8.268785,79.8654527,0,0,56.4
The Bartizan Galle Fort,6.025803,80.2159687,10,35,56.4
The Beach Boutique,7.0786811,79.8499682,2,1,65.6
The Beach Boutique Pamunugama,7.0786811,79.8499682,2,1,65.6
The Beach Cabanas Retreat & Spa,5.9883858,80.3230834,5,21,51.6
The Beach Heaven,6.1263528,80.1065178,17,14,46.8
The Beehive,6.8905962,79.8573195,18,22,19.2
The Beverly Hills Hotel,6.8391337,79.8651755,5,6,59.2
The Blue Lagoon Resort Kalpitiya,8.2276554,79.7354049,0,3,52.8
The Blue Water Hotel and Spa,6.6776237,79.9204228,2,4,88
The Blue Wave-Arugambay,6.8438682,81.8301544,0,11,64
The Boutique Spice,6.9029639,79.8844443,19,9,25.8
The Breeze Mirissa,5.9385281,80.4737808,3,15,25.2
The Calm Resort & Spa,7.9286834,81.5603258,1,6,68.8
The Canes Boutique Hotel,6.8946757,79.8591913,19,24,42
The Cappuccino Hotel,7.2395856,79.8458151,1,7,22.2
The Change Hotel,7.2654756,80.6162503,5,6,51.6
The Citadel,6.9007341,79.8538487,22,32,25.8
The City Tourist Hotel,8.3359183,80.4125856,12,10,27.6
The Covanro,7.1582752,80.0364001,4,0,84
The Cove Pasikuda,7.9343784,81.5398062,3,2,52.8
The Dale Mirissa,5.9482397,80.4659757,3,21,30
The Doctor's House,5.9369125,80.5155029,3,6,68.8
The Dream House,6.876594,79.8631913,18,12,18
The Elephant Stables,7.3138978,80.6357058,9,6,51.6
The Flame Tree Estate & Hotel,7.3682527,80.5260289,4,0,28.8
The Fort Printers,6.0261399,80.2178718,10,35,73.6
The Fortress Sri Lanka,5.986536,80.326424,4,19,72
The Frangipani Tree by Edwards Collection,5.9987436,80.2731047,1,13,54
The Golden Crown Hotel,7.2757998,80.6568531,1,4,90
The Grand Hills,7.2580366,80.6200714,4,3,50.4
The Grand Kandyan Hotel,7.3029974,80.6370248,12,36,90
The Grand Mountain Hotel,7.455708,80.6280992,4,3,86
The Grand Navro,5.9430327,80.5557708,4,9,65.6
The Green Rooms Surfcamp Sri Lanka,5.9719213,80.4409075,3,14,54
The Habitat by Asia Leisure,6.3378939,80.0266798,2,1,65.6
The Heritage Hotel,6.0267477,80.2181369,10,35,54
The Hermitage by Edwards Collection,7.2426712,80.728856,1,0,25.2
The Horizon Hill Top Villa,6.0090217,80.2595367,2,15,56.4
The Hotel Kandy - Kandyan Holiday Center,7.2845871,80.6291932,12,32,38.4
The Ibis - Wilpattu,8.2080163,80.0706228,0,1,26.4
The Icebear Guesthouse,7.224328,79.8400712,2,13,50.4
The Island on Bolgoda,6.7616724,79.9184021,20,0,56.4
The Ivy by Frangipani,6.0262583,80.2181306,10,35,46.8
The Jungle view,7.2810233,80.6358635,13,34,52.8
The Kandy House,7.309216,80.668852,2,2,52.8
The Kandyan,7.285437,80.64651,12,33,46.8
The Kandyan Villa,7.266104,80.622425,6,4,51.6
The Kings Villa Kandy,7.296773,80.724879,2,1,50.4
The Kingsbury Colombo,6.9328529,79.8419406,17,43,88
The kingston hotel,6.976926,79.9268329,3,0,45.6
The Lady Hill Hotel,6.0386558,80.2187364,12,34,68.8
The Lake Forest Hotel,8.3285005,80.371406,1,2,72
The Lakeside Hotel at Nuwarawewa,8.3369264,80.4154586,11,5,64
The Lavinia House,6.833762,79.8651367,5,6,23.4
The Leaf - guesthouse,5.9706185,80.4499961,2,13,28.8
The Lion Kingdom Sigiriya,7.9745755,80.7145004,1,1,55.2
The Lion Pub & Hotel,6.8416891,79.866821,5,8,73.6
The Lodge Unawatuna,6.0136898,80.2482229,3,18,51.6
The Loft Colombo,6.8824353,79.8849293,19,5,52.8
The Long Beach Resort,5.990508,80.319382,5,17,78
The Mango,6.9068653,79.85393,24,35,72
The Merchant Galle Fort,6.0262017,80.217392,10,35,51.6
The Mullaitivu White House,9.2684806,80.8203129,0,1,20.4
The Newland Hotel,7.920264,81.5567386,3,5,50.4
The Norfolk Heritage Airport Villa,7.1522602,79.876526,11,6,48
The Notary's House,7.3317328,79.9996493,0,1,54
THE NUGA HOUSE,5.9803085,80.3461185,4,16,52.8
The Oasis Villa,6.1277165,80.1055428,15,14,56.4
The Ocean Colombo,6.8854356,79.8551394,17,16,82
The Ocean Front,6.9083461,79.8492303,23,32,48
The Ocean Pearl Hotel,7.2539822,79.8424451,2,9,48
The Other Corner,8.0425516,80.7431562,0,2,52.8
The Palms Hotel,6.4498732,79.9811822,7,7,82
The Palmyrah House,9.0645414,79.8481451,0,2,68.8
The Pepper Cottage,7.3238047,80.7309186,2,1,28.2
The Pinnacle Fine Accommodation,7.245722,80.591231,4,1,55.2
The Pleasure Kosgoda,6.3315896,80.0287094,3,3,28.2
"The Postcard Galle, Sri Lanka",6.0588797,80.1794891,18,5,55.2
The Privilege - Ayurveda Beach Resort,6.6532212,79.9309639,2,1,22.2
The Radh Hotel,7.2941011,80.6387836,14,38,72
The Rascals Kite Resort,8.2591467,79.7652772,0,1,54
The Reef Weligama,5.9568531,80.4176571,2,11,30
The Residence,6.896573,79.854682,20,23,46.8
The River Edge Hotel -Kaduwela,6.9377958,79.9774539,1,0,64
The River House,6.2605353,80.0433427,3,6,54
THE RIVERSTON GRAND,7.5177362,80.7317769,0,3,58.8
The Rock House,7.1413198,79.8703351,9,4,29.4
The Rockstel Unawatuna,6.019413,80.2516298,4,15,56.4
The Royal Peak Resort,6.7238493,80.3869705,0,2,54
The Sanctuary at Tissawewa | ????????????????????,8.3440662,80.3916453,3,25,50.4
The Sand Castle Wadduwa,6.6801195,79.9186401,2,4,48
